t,q,ask_fee,bid_fee,spread,skew,value
63,-19400,0.04,0.01,0.05,0.03,-11179.856601492233
63,-19300,0.04,0.01,0.05,0.03,-11182.986355599187
63,-19200,0.04,0.01,0.05,0.03,-11186.098341146386
63,-19100,0.04,0.01,0.05,0.03,-11189.192691040644
63,-19000,0.04,0.01,0.05,0.03,-11192.269554822045
63,-18900,0.04,0.01,0.05,0.03,-11195.32909224611
63,-18800,0.04,0.01,0.05,0.03,-11198.371464918284
63,-18700,0.04,0.01,0.05,0.03,-11201.396826094408
63,-18600,0.04,0.01,0.05,0.03,-11204.405309508293
63,-18500,0.04,0.01,0.05,0.03,-11207.397018620351
63,-18400,0.04,0.01,0.05,0.03,-11210.372018022847
63,-18300,0.04,0.01,0.05,0.03,-11213.33032886004
63,-18200,0.04,0.01,0.05,0.03,-11216.271929977258
63,-18100,0.04,0.01,0.05,0.03,-11219.196766059573
63,-18000,0.04,0.01,0.05,0.03,-11222.104763237996
63,-17900,0.04,0.01,0.05,0.03,-11224.995851551475
63,-17800,0.04,0.01,0.05,0.03,-11227.869992340067
63,-17700,0.04,0.01,0.05,0.03,-11230.727207270387
63,-17600,0.04,0.01,0.05,0.03,-11233.567604504458
63,-17500,0.04,0.01,0.05,0.03,-11236.391396824645
63,-17400,0.04,0.01,0.05,0.03,-11239.198906638707
63,-17300,0.04,0.01,0.05,0.03,-11241.99055394685
63,-17200,0.04,0.01,0.05,0.03,-11244.76682561
63,-17100,0.04,0.01,0.05,0.03,-11247.528227391935
63,-17000,0.04,0.01,0.05,0.03,-11250.27522373321
63,-16900,0.04,0.01,0.05,0.03,-11253.008173292792
63,-16800,0.04,0.01,0.05,0.03,-11255.72727015002
63,-16700,0.04,0.01,0.05,0.03,-11258.43250055639
63,-16600,0.04,0.01,0.05,0.03,-11261.12362304076
63,-16500,0.04,0.01,0.05,0.03,-11263.800175812874
63,-16400,0.04,0.01,0.05,0.03,-11266.461510592664
63,-16300,0.04,0.01,0.05,0.03,-11269.106847323777
63,-16200,0.04,0.01,0.05,0.03,-11271.735340796162
63,-16100,0.04,0.01,0.05,0.03,-11274.34614875807
63,-16000,0.04,0.01,0.05,0.03,-11276.938491853294
63,-15900,0.04,0.01,0.05,0.03,-11279.511698312297
63,-15800,0.04,0.01,0.05,0.03,-11282.065229963557
63,-15700,0.04,0.01,0.05,0.03,-11284.598689850241
63,-15600,0.04,0.01,0.05,0.03,-11287.111814694146
63,-15500,0.04,0.015,0.055,0.025,-11289.609960147767
63,-15400,0.04,0.015,0.055,0.025,-11292.133462853075
63,-15300,0.04,0.015,0.055,0.025,-11294.636423024245
63,-15200,0.04,0.015,0.055,0.025,-11297.118774533641
63,-15100,0.035,0.015,0.05,0.020000000000000004,-11299.61189464811
63,-15000,0.035,0.015,0.05,0.020000000000000004,-11302.104470410348
63,-14900,0.035,0.015,0.05,0.020000000000000004,-11304.576527766427
63,-14800,0.035,0.015,0.05,0.020000000000000004,-11307.028079459653
63,-14700,0.035,0.015,0.05,0.020000000000000004,-11309.459186656904
63,-14600,0.035,0.015,0.05,0.020000000000000004,-11311.86994308347
63,-14500,0.035,0.015,0.05,0.020000000000000004,-11314.260463206192
63,-14400,0.035,0.015,0.05,0.020000000000000004,-11316.630874036506
63,-14300,0.035,0.015,0.05,0.020000000000000004,-11318.981309801891
63,-14200,0.035,0.015,0.05,0.020000000000000004,-11321.311908688043
63,-14100,0.035,0.015,0.05,0.020000000000000004,-11323.622810964049
63,-14000,0.035,0.015,0.05,0.020000000000000004,-11325.91415797081
63,-13900,0.035,0.015,0.05,0.020000000000000004,-11328.186091616119
63,-13800,0.035,0.015,0.05,0.020000000000000004,-11330.438754147652
63,-13700,0.035,0.015,0.05,0.020000000000000004,-11332.672288064405
63,-13600,0.035,0.015,0.05,0.020000000000000004,-11334.886836081934
63,-13500,0.035,0.015,0.05,0.020000000000000004,-11337.082541099464
63,-13400,0.035,0.015,0.05,0.020000000000000004,-11339.259546136822
63,-13300,0.035,0.015,0.05,0.020000000000000004,-11341.417994224474
63,-13200,0.035,0.015,0.05,0.020000000000000004,-11343.558028244805
63,-13100,0.035,0.015,0.05,0.020000000000000004,-11345.67979073965
63,-13000,0.035,0.015,0.05,0.020000000000000004,-11347.783423717518
63,-12900,0.035,0.015,0.05,0.020000000000000004,-11349.869068511225
63,-12800,0.035,0.015,0.05,0.020000000000000004,-11351.93686574778
63,-12700,0.035,0.015,0.05,0.020000000000000004,-11353.986955492757
63,-12600,0.035,0.015,0.05,0.020000000000000004,-11356.019477615142
63,-12500,0.035,0.015,0.05,0.020000000000000004,-11358.034572382097
63,-12400,0.035,0.015,0.05,0.020000000000000004,-11360.032381236428
63,-12300,0.035,0.015,0.05,0.020000000000000004,-11362.013047638262
63,-12200,0.035,0.015,0.05,0.020000000000000004,-11363.97671777716
63,-12100,0.035,0.015,0.05,0.020000000000000004,-11365.923540901622
63,-12000,0.035,0.015,0.05,0.020000000000000004,-11367.853668990974
63,-11900,0.035,0.015,0.05,0.020000000000000004,-11369.767255537123
63,-11800,0.035,0.015,0.05,0.020000000000000004,-11371.66445332852
63,-11700,0.035,0.015,0.05,0.020000000000000004,-11373.545411346124
63,-11600,0.035,0.015,0.05,0.020000000000000004,-11375.410271175913
63,-11500,0.035,0.015,0.05,0.020000000000000004,-11377.259163674593
63,-11400,0.035,0.015,0.05,0.020000000000000004,-11379.092206916936
63,-11300,0.035,0.015,0.05,0.020000000000000004,-11380.909506604317
63,-11200,0.035,0.015,0.05,0.020000000000000004,-11382.711160006533
63,-11100,0.035,0.015,0.05,0.020000000000000004,-11384.497264046484
63,-11000,0.035,0.015,0.05,0.020000000000000004,-11386.267927282423
63,-10900,0.035,0.015,0.05,0.020000000000000004,-11388.023284358418
63,-10800,0.035,0.015,0.05,0.020000000000000004,-11389.763510182245
63,-10700,0.035,0.015,0.05,0.020000000000000004,-11391.488829976372
63,-10600,0.035,0.015,0.05,0.020000000000000004,-11393.199520836311
63,-10500,0.035,0.015,0.05,0.020000000000000004,-11394.895900888896
63,-10400,0.035,0.015,0.05,0.020000000000000004,-11396.578303764245
63,-10300,0.035,0.015,0.05,0.020000000000000004,-11398.247038773872
63,-10200,0.035,0.015,0.05,0.020000000000000004,-11399.902340460123
63,-10100,0.035,0.015,0.05,0.020000000000000004,-11401.544314292845
63,-10000,0.035,0.015,0.05,0.020000000000000004,-11403.172887371162
63,-9900,0.035,0.015,0.05,0.020000000000000004,-11404.787773332231
63,-9800,0.035,0.015,0.05,0.020000000000000004,-11406.38845896763
63,-9700,0.035,0.015,0.05,0.020000000000000004,-11407.974216546918
63,-9600,0.035,0.015,0.05,0.020000000000000004,-11409.544141305441
63,-9500,0.035,0.015,0.05,0.020000000000000004,-11411.097209039996
63,-9400,0.035,0.015,0.05,0.020000000000000004,-11412.632345341171
63,-9300,0.035,0.015,0.05,0.020000000000000004,-11414.148496436197
63,-9200,0.035,0.015,0.05,0.020000000000000004,-11415.644692165144
63,-9100,0.035,0.02,0.05500000000000001,0.015000000000000003,-11417.167734356844
63,-9000,0.035,0.02,0.05500000000000001,0.015000000000000003,-11418.675122493687
63,-8900,0.035,0.02,0.05500000000000001,0.015000000000000003,-11420.161903675935
63,-8800,0.03,0.02,0.05,0.009999999999999998,-11421.649249922808
63,-8700,0.03,0.02,0.05,0.009999999999999998,-11423.145320599253
63,-8600,0.03,0.02,0.05,0.009999999999999998,-11424.62058205974
63,-8500,0.03,0.02,0.05,0.009999999999999998,-11426.074371117244
63,-8400,0.03,0.02,0.05,0.009999999999999998,-11427.506192579589
63,-8300,0.03,0.02,0.05,0.009999999999999998,-11428.91571284066
63,-8200,0.03,0.02,0.05,0.009999999999999998,-11430.302742974698
63,-8100,0.03,0.02,0.05,0.009999999999999998,-11431.66721610043
63,-8000,0.03,0.02,0.05,0.009999999999999998,-11433.009163153967
63,-7900,0.03,0.02,0.05,0.009999999999999998,-11434.328690073913
63,-7800,0.03,0.02,0.05,0.009999999999999998,-11435.625958153916
63,-7700,0.03,0.02,0.05,0.009999999999999998,-11436.901168245415
63,-7600,0.03,0.02,0.05,0.009999999999999998,-11438.154548734019
63,-7500,0.03,0.02,0.05,0.009999999999999998,-11439.386346784486
63,-7400,0.03,0.02,0.05,0.009999999999999998,-11440.596822184989
63,-7300,0.03,0.02,0.05,0.009999999999999998,-11441.78624313273
63,-7200,0.03,0.02,0.05,0.009999999999999998,-11442.954883401775
63,-7100,0.03,0.02,0.05,0.009999999999999998,-11444.103020461593
63,-7000,0.03,0.02,0.05,0.009999999999999998,-11445.230934234101
63,-6900,0.03,0.02,0.05,0.009999999999999998,-11446.338906273324
63,-6800,0.03,0.02,0.05,0.009999999999999998,-11447.427219223147
63,-6700,0.03,0.02,0.05,0.009999999999999998,-11448.49615645796
63,-6600,0.03,0.02,0.05,0.009999999999999998,-11449.546001843935
63,-6500,0.03,0.02,0.05,0.009999999999999998,-11450.57703958021
63,-6400,0.03,0.02,0.05,0.009999999999999998,-11451.589554093156
63,-6300,0.03,0.02,0.05,0.009999999999999998,-11452.583829965924
63,-6200,0.03,0.02,0.05,0.009999999999999998,-11453.560151891237
63,-6100,0.03,0.02,0.05,0.009999999999999998,-11454.518804639238
63,-6000,0.03,0.02,0.05,0.009999999999999998,-11455.460073034776
63,-5900,0.03,0.02,0.05,0.009999999999999998,-11456.384241940461
63,-5800,0.03,0.02,0.05,0.009999999999999998,-11457.291596243174
63,-5700,0.03,0.02,0.05,0.009999999999999998,-11458.182420843406
63,-5600,0.03,0.02,0.05,0.009999999999999998,-11459.057000647945
63,-5500,0.03,0.02,0.05,0.009999999999999998,-11459.915620568196
63,-5400,0.03,0.02,0.05,0.009999999999999998,-11460.75856552682
63,-5300,0.03,0.02,0.05,0.009999999999999998,-11461.586120475802
63,-5200,0.03,0.02,0.05,0.009999999999999998,-11462.398570426774
63,-5100,0.03,0.02,0.05,0.009999999999999998,-11463.19620049033
63,-5000,0.03,0.02,0.05,0.009999999999999998,-11463.979295913856
63,-4900,0.03,0.02,0.05,0.009999999999999998,-11464.74814209854
63,-4800,0.03,0.02,0.05,0.009999999999999998,-11465.50302456753
63,-4700,0.03,0.02,0.05,0.009999999999999998,-11466.244228853771
63,-4600,0.03,0.02,0.05,0.009999999999999998,-11466.972040284
63,-4500,0.03,0.02,0.05,0.009999999999999998,-11467.686743661458
63,-4400,0.03,0.02,0.05,0.009999999999999998,-11468.388622899685
63,-4300,0.03,0.02,0.05,0.009999999999999998,-11469.07796073068
63,-4200,0.03,0.02,0.05,0.009999999999999998,-11469.755038689982
63,-4100,0.03,0.02,0.05,0.009999999999999998,-11470.420137639627
63,-4000,0.03,0.02,0.05,0.009999999999999998,-11471.07353908249
63,-3900,0.03,0.02,0.05,0.009999999999999998,-11471.715527396034
63,-3800,0.03,0.02,0.05,0.009999999999999998,-11472.346392827081
63,-3700,0.03,0.02,0.05,0.009999999999999998,-11472.966434631337
63,-3600,0.03,0.02,0.05,0.009999999999999998,-11473.575963164843
63,-3500,0.03,0.02,0.05,0.009999999999999998,-11474.175299163468
63,-3400,0.03,0.02,0.05,0.009999999999999998,-11474.764768074368
63,-3300,0.03,0.02,0.05,0.009999999999999998,-11475.344687344521
63,-3200,0.03,0.02,0.05,0.009999999999999998,-11475.915345195064
63,-3100,0.03,0.02,0.05,0.009999999999999998,-11476.47697065553
63,-3000,0.03,0.02,0.05,0.009999999999999998,-11477.029696353087
63,-2900,0.03,0.02,0.05,0.009999999999999998,-11477.573517413231
63,-2800,0.03,0.02,0.05,0.009999999999999998,-11478.108251369966
63,-2700,0.03,0.02,0.05,0.009999999999999998,-11478.633504751147
63,-2600,0.03,0.02,0.05,0.009999999999999998,-11479.14865169105
63,-2500,0.03,0.02,0.05,0.009999999999999998,-11479.65282848509
63,-2400,0.03,0.025,0.055,0.0049999999999999975,-11480.155706274812
63,-2300,0.03,0.025,0.055,0.0049999999999999975,-11480.66683548365
63,-2200,0.03,0.025,0.055,0.0049999999999999975,-11481.166741311612
63,-2100,0.03,0.025,0.055,0.0049999999999999975,-11481.654176525642
63,-2000,0.025,0.025,0.05,0.0,-11482.153828997678
63,-1900,0.025,0.025,0.05,0.0,-11482.646093065963
63,-1800,0.025,0.025,0.05,0.0,-11483.124971948948
63,-1700,0.025,0.025,0.05,0.0,-11483.589019807416
63,-1600,0.025,0.025,0.05,0.0,-11484.036689291093
63,-1500,0.025,0.025,0.05,0.0,-11484.466382057406
63,-1400,0.025,0.025,0.05,0.0,-11484.87649560086
63,-1300,0.025,0.025,0.05,0.0,-11485.265462931395
63,-1200,0.025,0.025,0.05,0.0,-11485.631783395269
63,-1100,0.025,0.025,0.05,0.0,-11485.974044558949
63,-1000,0.025,0.025,0.05,0.0,-11486.290936272258
63,-900,0.025,0.025,0.05,0.0,-11486.58125866807
63,-800,0.025,0.025,0.05,0.0,-11486.843925984784
63,-700,0.025,0.025,0.05,0.0,-11487.077967864654
63,-600,0.025,0.025,0.05,0.0,-11487.282529366963
63,-500,0.025,0.025,0.05,0.0,-11487.456870496291
63,-400,0.025,0.025,0.05,0.0,-11487.600365678956
63,-300,0.025,0.025,0.05,0.0,-11487.712503366627
63,-200,0.025,0.025,0.05,0.0,-11487.792885798814
63,-100,0.025,0.025,0.05,0.0,-11487.841228890218
63,0,0.025,0.025,0.05,0.0,-11487.857362192804
63,100,0.025,0.025,0.05,0.0,-11487.841228890218
63,200,0.025,0.025,0.05,0.0,-11487.792885798803
63,300,0.025,0.025,0.05,0.0,-11487.712503366625
63,400,0.025,0.025,0.05,0.0,-11487.600365678963
63,500,0.025,0.025,0.05,0.0,-11487.456870496293
63,600,0.025,0.025,0.05,0.0,-11487.282529366963
63,700,0.025,0.025,0.05,0.0,-11487.07796786465
63,800,0.025,0.025,0.05,0.0,-11486.843925984791
63,900,0.025,0.025,0.05,0.0,-11486.581258668066
63,1000,0.025,0.025,0.05,0.0,-11486.29093627226
63,1100,0.025,0.025,0.05,0.0,-11485.974044558952
63,1200,0.025,0.025,0.05,0.0,-11485.631783395267
63,1300,0.025,0.025,0.05,0.0,-11485.265462931393
63,1400,0.025,0.025,0.05,0.0,-11484.876495600867
63,1500,0.025,0.025,0.05,0.0,-11484.466382057411
63,1600,0.025,0.025,0.05,0.0,-11484.03668929109
63,1700,0.025,0.025,0.05,0.0,-11483.589019807416
63,1800,0.025,0.025,0.05,0.0,-11483.124971948951
63,1900,0.025,0.025,0.05,0.0,-11482.646093065974
63,2000,0.025,0.025,0.05,0.0,-11482.15382899769
63,2100,0.025,0.03,0.055,-0.0049999999999999975,-11481.654176525653
63,2200,0.025,0.03,0.055,-0.0049999999999999975,-11481.166741311623
63,2300,0.025,0.03,0.055,-0.0049999999999999975,-11480.666835483662
63,2400,0.025,0.03,0.055,-0.0049999999999999975,-11480.155706274812
63,2500,0.02,0.03,0.05,-0.009999999999999998,-11479.652828485103
63,2600,0.02,0.03,0.05,-0.009999999999999998,-11479.148651691066
63,2700,0.02,0.03,0.05,-0.009999999999999998,-11478.633504751164
63,2800,0.02,0.03,0.05,-0.009999999999999998,-11478.108251369975
63,2900,0.02,0.03,0.05,-0.009999999999999998,-11477.573517413244
63,3000,0.02,0.03,0.05,-0.009999999999999998,-11477.029696353105
63,3100,0.02,0.03,0.05,-0.009999999999999998,-11476.476970655549
63,3200,0.02,0.03,0.05,-0.009999999999999998,-11475.915345195088
63,3300,0.02,0.03,0.05,-0.009999999999999998,-11475.344687344537
63,3400,0.02,0.03,0.05,-0.009999999999999998,-11474.764768074387
63,3500,0.02,0.03,0.05,-0.009999999999999998,-11474.175299163488
63,3600,0.02,0.03,0.05,-0.009999999999999998,-11473.575963164862
63,3700,0.02,0.03,0.05,-0.009999999999999998,-11472.966434631362
63,3800,0.02,0.03,0.05,-0.009999999999999998,-11472.346392827105
63,3900,0.02,0.03,0.05,-0.009999999999999998,-11471.715527396063
63,4000,0.02,0.03,0.05,-0.009999999999999998,-11471.073539082508
63,4100,0.02,0.03,0.05,-0.009999999999999998,-11470.420137639658
63,4200,0.02,0.03,0.05,-0.009999999999999998,-11469.755038690006
63,4300,0.02,0.03,0.05,-0.009999999999999998,-11469.077960730705
63,4400,0.02,0.03,0.05,-0.009999999999999998,-11468.388622899725
63,4500,0.02,0.03,0.05,-0.009999999999999998,-11467.686743661488
63,4600,0.02,0.03,0.05,-0.009999999999999998,-11466.972040284038
63,4700,0.02,0.03,0.05,-0.009999999999999998,-11466.244228853808
63,4800,0.02,0.03,0.05,-0.009999999999999998,-11465.503024567564
63,4900,0.02,0.03,0.05,-0.009999999999999998,-11464.748142098579
63,5000,0.02,0.03,0.05,-0.009999999999999998,-11463.979295913892
63,5100,0.02,0.03,0.05,-0.009999999999999998,-11463.19620049037
63,5200,0.02,0.03,0.05,-0.009999999999999998,-11462.398570426814
63,5300,0.02,0.03,0.05,-0.009999999999999998,-11461.586120475844
63,5400,0.02,0.03,0.05,-0.009999999999999998,-11460.758565526863
63,5500,0.02,0.03,0.05,-0.009999999999999998,-11459.915620568243
63,5600,0.02,0.03,0.05,-0.009999999999999998,-11459.057000647996
63,5700,0.02,0.03,0.05,-0.009999999999999998,-11458.182420843455
63,5800,0.02,0.03,0.05,-0.009999999999999998,-11457.291596243225
63,5900,0.02,0.03,0.05,-0.009999999999999998,-11456.384241940508
63,6000,0.02,0.03,0.05,-0.009999999999999998,-11455.460073034825
63,6100,0.02,0.03,0.05,-0.009999999999999998,-11454.518804639281
63,6200,0.02,0.03,0.05,-0.009999999999999998,-11453.560151891286
63,6300,0.02,0.03,0.05,-0.009999999999999998,-11452.583829965977
63,6400,0.02,0.03,0.05,-0.009999999999999998,-11451.58955409321
63,6500,0.02,0.03,0.05,-0.009999999999999998,-11450.577039580257
63,6600,0.02,0.03,0.05,-0.009999999999999998,-11449.54600184399
63,6700,0.02,0.03,0.05,-0.009999999999999998,-11448.496156458014
63,6800,0.02,0.03,0.05,-0.009999999999999998,-11447.427219223197
63,6900,0.02,0.03,0.05,-0.009999999999999998,-11446.338906273377
63,7000,0.02,0.03,0.05,-0.009999999999999998,-11445.23093423415
63,7100,0.02,0.03,0.05,-0.009999999999999998,-11444.103020461645
63,7200,0.02,0.03,0.05,-0.009999999999999998,-11442.954883401831
63,7300,0.02,0.03,0.05,-0.009999999999999998,-11441.786243132792
63,7400,0.02,0.03,0.05,-0.009999999999999998,-11440.596822185047
63,7500,0.02,0.03,0.05,-0.009999999999999998,-11439.386346784544
63,7600,0.02,0.03,0.05,-0.009999999999999998,-11438.154548734083
63,7700,0.02,0.03,0.05,-0.009999999999999998,-11436.901168245477
63,7800,0.02,0.03,0.05,-0.009999999999999998,-11435.625958153987
63,7900,0.02,0.03,0.05,-0.009999999999999998,-11434.328690073968
63,8000,0.02,0.03,0.05,-0.009999999999999998,-11433.009163154038
63,8100,0.02,0.03,0.05,-0.009999999999999998,-11431.667216100492
63,8200,0.02,0.03,0.05,-0.009999999999999998,-11430.302742974767
63,8300,0.02,0.03,0.05,-0.009999999999999998,-11428.915712840726
63,8400,0.02,0.03,0.05,-0.009999999999999998,-11427.506192579658
63,8500,0.02,0.03,0.05,-0.009999999999999998,-11426.074371117324
63,8600,0.02,0.03,0.05,-0.009999999999999998,-11424.62058205982
63,8700,0.02,0.03,0.05,-0.009999999999999998,-11423.145320599318
63,8800,0.02,0.03,0.05,-0.009999999999999998,-11421.649249922877
63,8900,0.02,0.035,0.05500000000000001,-0.015000000000000003,-11420.161903675997
63,9000,0.02,0.035,0.05500000000000001,-0.015000000000000003,-11418.67512249375
63,9100,0.02,0.035,0.05500000000000001,-0.015000000000000003,-11417.167734356908
63,9200,0.015,0.035,0.05,-0.020000000000000004,-11415.644692165208
63,9300,0.015,0.035,0.05,-0.020000000000000004,-11414.148496436255
63,9400,0.015,0.035,0.05,-0.020000000000000004,-11412.632345341235
63,9500,0.015,0.035,0.05,-0.020000000000000004,-11411.097209040056
63,9600,0.015,0.035,0.05,-0.020000000000000004,-11409.54414130551
63,9700,0.015,0.035,0.05,-0.020000000000000004,-11407.974216546983
63,9800,0.015,0.035,0.05,-0.020000000000000004,-11406.3884589677
63,9900,0.015,0.035,0.05,-0.020000000000000004,-11404.787773332297
63,10000,0.015,0.035,0.05,-0.020000000000000004,-11403.172887371224
63,10100,0.015,0.035,0.05,-0.020000000000000004,-11401.544314292902
63,10200,0.015,0.035,0.05,-0.020000000000000004,-11399.90234046019
63,10300,0.015,0.035,0.05,-0.020000000000000004,-11398.247038773934
63,10400,0.015,0.035,0.05,-0.020000000000000004,-11396.57830376431
63,10500,0.015,0.035,0.05,-0.020000000000000004,-11394.895900888958
63,10600,0.015,0.035,0.05,-0.020000000000000004,-11393.199520836368
63,10700,0.015,0.035,0.05,-0.020000000000000004,-11391.488829976437
63,10800,0.015,0.035,0.05,-0.020000000000000004,-11389.763510182314
63,10900,0.015,0.035,0.05,-0.020000000000000004,-11388.023284358465
63,11000,0.015,0.035,0.05,-0.020000000000000004,-11386.267927282479
63,11100,0.015,0.035,0.05,-0.020000000000000004,-11384.497264046546
63,11200,0.015,0.035,0.05,-0.020000000000000004,-11382.711160006595
63,11300,0.015,0.035,0.05,-0.020000000000000004,-11380.909506604386
63,11400,0.015,0.035,0.05,-0.020000000000000004,-11379.092206916985
63,11500,0.015,0.035,0.05,-0.020000000000000004,-11377.259163674651
63,11600,0.015,0.035,0.05,-0.020000000000000004,-11375.410271175973
63,11700,0.015,0.035,0.05,-0.020000000000000004,-11373.545411346171
63,11800,0.015,0.035,0.05,-0.020000000000000004,-11371.664453328578
63,11900,0.015,0.035,0.05,-0.020000000000000004,-11369.76725553718
63,12000,0.015,0.035,0.05,-0.020000000000000004,-11367.85366899104
63,12100,0.015,0.035,0.05,-0.020000000000000004,-11365.923540901684
63,12200,0.015,0.035,0.05,-0.020000000000000004,-11363.976717777216
63,12300,0.015,0.035,0.05,-0.020000000000000004,-11362.013047638316
63,12400,0.015,0.035,0.05,-0.020000000000000004,-11360.03238123649
63,12500,0.015,0.035,0.05,-0.020000000000000004,-11358.03457238216
63,12600,0.015,0.035,0.05,-0.020000000000000004,-11356.019477615202
63,12700,0.015,0.035,0.05,-0.020000000000000004,-11353.986955492815
63,12800,0.015,0.035,0.05,-0.020000000000000004,-11351.93686574784
63,12900,0.015,0.035,0.05,-0.020000000000000004,-11349.869068511282
63,13000,0.015,0.035,0.05,-0.020000000000000004,-11347.783423717572
63,13100,0.015,0.035,0.05,-0.020000000000000004,-11345.679790739705
63,13200,0.015,0.035,0.05,-0.020000000000000004,-11343.558028244866
63,13300,0.015,0.035,0.05,-0.020000000000000004,-11341.417994224526
63,13400,0.015,0.035,0.05,-0.020000000000000004,-11339.259546136875
63,13500,0.015,0.035,0.05,-0.020000000000000004,-11337.082541099524
63,13600,0.015,0.035,0.05,-0.020000000000000004,-11334.886836081998
63,13700,0.015,0.035,0.05,-0.020000000000000004,-11332.672288064461
63,13800,0.015,0.035,0.05,-0.020000000000000004,-11330.438754147703
63,13900,0.015,0.035,0.05,-0.020000000000000004,-11328.18609161618
63,14000,0.015,0.035,0.05,-0.020000000000000004,-11325.914157970865
63,14100,0.015,0.035,0.05,-0.020000000000000004,-11323.622810964092
63,14200,0.015,0.035,0.05,-0.020000000000000004,-11321.311908688103
63,14300,0.015,0.035,0.05,-0.020000000000000004,-11318.981309801944
63,14400,0.015,0.035,0.05,-0.020000000000000004,-11316.630874036562
63,14500,0.015,0.035,0.05,-0.020000000000000004,-11314.260463206248
63,14600,0.015,0.035,0.05,-0.020000000000000004,-11311.869943083522
63,14700,0.015,0.035,0.05,-0.020000000000000004,-11309.459186656964
63,14800,0.015,0.035,0.05,-0.020000000000000004,-11307.028079459707
63,14900,0.015,0.035,0.05,-0.020000000000000004,-11304.576527766489
63,15000,0.015,0.035,0.05,-0.020000000000000004,-11302.104470410402
63,15100,0.015,0.035,0.05,-0.020000000000000004,-11299.611894648171
63,15200,0.015,0.04,0.055,-0.025,-11297.118774533692
63,15300,0.015,0.04,0.055,-0.025,-11294.6364230243
63,15400,0.015,0.04,0.055,-0.025,-11292.133462853133
63,15500,0.015,0.04,0.055,-0.025,-11289.609960147813
63,15600,0.01,0.04,0.05,-0.03,-11287.1118146942
63,15700,0.01,0.04,0.05,-0.03,-11284.598689850296
63,15800,0.01,0.04,0.05,-0.03,-11282.065229963604
63,15900,0.01,0.04,0.05,-0.03,-11279.51169831236
63,16000,0.01,0.04,0.05,-0.03,-11276.938491853354
63,16100,0.01,0.04,0.05,-0.03,-11274.346148758126
63,16200,0.01,0.04,0.05,-0.03,-11271.735340796211
63,16300,0.01,0.04,0.05,-0.03,-11269.106847323823
63,16400,0.01,0.04,0.05,-0.03,-11266.461510592717
63,16500,0.01,0.04,0.05,-0.03,-11263.800175812927
63,16600,0.01,0.04,0.05,-0.03,-11261.123623040816
63,16700,0.01,0.04,0.05,-0.03,-11258.432500556437
63,16800,0.01,0.04,0.05,-0.03,-11255.72727015007
63,16900,0.01,0.04,0.05,-0.03,-11253.008173292843
63,17000,0.01,0.04,0.05,-0.03,-11250.275223733266
63,17100,0.01,0.04,0.05,-0.03,-11247.528227391993
63,17200,0.01,0.04,0.05,-0.03,-11244.766825610055
63,17300,0.01,0.04,0.05,-0.03,-11241.990553946913
63,17400,0.01,0.04,0.05,-0.03,-11239.19890663877
63,17500,0.01,0.04,0.05,-0.03,-11236.391396824703
63,17600,0.01,0.04,0.05,-0.03,-11233.567604504507
63,17700,0.01,0.04,0.05,-0.03,-11230.727207270447
63,17800,0.01,0.04,0.05,-0.03,-11227.869992340125
63,17900,0.01,0.04,0.05,-0.03,-11224.995851551537
63,18000,0.01,0.04,0.05,-0.03,-11222.104763238054
63,18100,0.01,0.04,0.05,-0.03,-11219.196766059635
63,18200,0.01,0.04,0.05,-0.03,-11216.271929977318
63,18300,0.01,0.04,0.05,-0.03,-11213.330328860104
63,18400,0.01,0.04,0.05,-0.03,-11210.372018022908
63,18500,0.01,0.04,0.05,-0.03,-11207.397018620413
63,18600,0.01,0.04,0.05,-0.03,-11204.405309508355
63,18700,0.01,0.04,0.05,-0.03,-11201.39682609447
63,18800,0.01,0.04,0.05,-0.03,-11198.371464918342
63,18900,0.01,0.04,0.05,-0.03,-11195.329092246167
63,19000,0.01,0.04,0.05,-0.03,-11192.2695548221
63,19100,0.01,0.04,0.05,-0.03,-11189.192691040702
63,19200,0.01,0.04,0.05,-0.03,-11186.098341146442
63,19300,0.01,0.04,0.05,-0.03,-11182.986355599243
63,19400,0.01,0.04,0.05,-0.03,-11179.856601492293
63,19500,0.01,0.04,0.05,-0.03,-11176.708967999013
63,19600,0.01,0.04,0.05,-0.03,-11173.543373550283
63,19700,0.01,0.04,0.05,-0.03,-11170.359780301453
63,19800,0.01,0.04,0.05,-0.03,-11167.158226101688
63,19900,0.01,0.04,0.05,-0.03,-11163.938891198735
63,20000,0.01,0.04,0.05,-0.03,-11160.702226199153
126,-20000,0.04,0.01,0.05,0.03,-7388.658355332584
126,-19900,0.04,0.01,0.05,0.03,-7391.895020332102
126,-19800,0.04,0.01,0.05,0.03,-7395.114355234973
126,-19700,0.04,0.01,0.05,0.03,-7398.315909434667
126,-19600,0.04,0.01,0.05,0.03,-7401.49950268343
126,-19500,0.04,0.01,0.05,0.03,-7404.665097132082
126,-19400,0.04,0.01,0.05,0.03,-7407.8127306253045
126,-19300,0.04,0.01,0.05,0.03,-7410.94248473219
126,-19200,0.04,0.01,0.05,0.03,-7414.054470279326
126,-19100,0.04,0.01,0.05,0.03,-7417.148820173517
126,-19000,0.04,0.01,0.05,0.03,-7420.225683954859
126,-18900,0.04,0.01,0.05,0.03,-7423.285221378859
126,-18800,0.04,0.01,0.05,0.03,-7426.327594050972
