mean_cumulative_cost,std_cumulative_cost,mean_cumulative_profit,std_cumulative_profit,mean_terminal_inventory,std_terminal_inventory,mean_terminal_wealth,std_terminal_wealth,mean_total_fee_income,mean_total_risk_charge
-15121.050353700397,192.67031446918088,15121.050353700397,192.67031446918088,51.36,2352.286717422048,2015640.4742,196.5519472504752,15640.4742,74.14641457142858
